Time (Year/Month)	monthly_inflation_rate
1975-11-01	0.32310776620418763
1975-12-01	0.3220411187306166
1976-01-01	0.8025832076973072
1976-02-01	0.6369287430339569
1976-03-01	0.31646160333206913
1976-04-01	0.4731949247525388
1976-05-01	0.15698877865110747
1976-06-01	0.15671738007666378
1976-07-01	-0.1564721610053868
1976-08-01	0.31346009026141164
1976-09-01	0.15625291964181842
1976-10-01	0.15600915078878666
1976-11-01	0.31153228270913946
1976-12-01	0.3105647731817186
1977-01-01	1.083586374454912
1977-02-01	0.45942659779048456
1977-03-01	0.15241720582595833
1977-04-01	0.4566295407137658
1977-05-01	0.3030359421784319
1977-06-01	0.45315620132882223
1977-07-01	-0.15037875372751722
1977-08-01	0.0
1977-09-01	0.15060523199844492
1977-10-01	0.0
1977-11-01	0.1503787537277464
1977-12-01	0.30030591116846383
1978-01-01	0.7485169373125341
1978-02-01	0.29715830217083067
1978-03-01	0.29630182947695705
1978-04-01	0.44313971313848555
1978-05-01	0.14706154958380083
1978-06-01	0.29366746164513785
1978-07-01	-0.14641562113651246
1978-08-01	-0.14660661490367696
1978-09-01	-0.14684559617457094
1978-10-01	0.14706154958380083
1978-11-01	0.29366746164513785
1978-12-01	0.292831242273248
1979-01-01	1.021893263997718
1979-02-01	0.28902274069027356
1979-03-01	0.5763796132258273
1979-04-01	0.4297842350244033
1979-05-01	0.28531203237092834
1979-06-01	0.5689776493919945
1979-07-01	0.5657814673654102
1979-08-01	0.1406495974848163
1979-09-01	0.4213561567162215
1979-10-01	0.13986273200642285
1979-11-01	0.5586469868363286
1979-12-01	0.2777829526648211
1980-01-01	0.5540269130122882
1980-02-01	1.2396478055740574
1980-03-01	0.40817089352800573
1980-04-01	0.5419936106462241
1980-05-01	0.5390936553259428
1980-06-01	0.26810150943567473
1980-07-01	0.13369232358051586
1980-08-01	0.1335138258442397
1980-09-01	0.0
1980-10-01	0.13333580411096455
1980-11-01	0.6657697636074795
1980-12-01	0.7936441771246895
1981-01-01	0.9186523152514438
1981-02-01	0.7802274842154936
1981-03-01	0.774187063963382
1981-04-01	0.5121734304653281
1981-05-01	0.5095429944271651
1981-06-01	0.3802352239472479
1981-07-01	0.6313044489629452
1981-08-01	0.250945710077507
1981-09-01	0.5006350978536295
1981-10-01	0.49812110273721566
1981-11-01	0.49567218029877025
1981-12-01	0.24659376790287504
1982-01-01	0.8610048203548835
1982-02-01	0.1219732108279742
1982-03-01	0.0
1982-04-01	0.36539511607101566
1982-05-01	0.7281492942381882
1982-06-01	1.0843576176064238
1982-07-01	0.1191724535386838
1982-08-01	-0.1190306018499973
1982-09-01	0.3575558841182706
1982-10-01	0.47506822676047605
1982-11-01	0.23639189746006653
1982-12-01	0.23585346136307975
1983-01-01	0.4705970034042242
1983-02-01	0.0
1983-03-01	0.0
1983-04-01	0.2341963805533144
1983-05-01	0.23363030340781019
1983-06-01	0.34965686953136205
1983-07-01	0.3484385302741761
1983-08-01	0.34720994745358374
1983-09-01	0.23068480731042773
1983-10-01	0.0
1983-11-01	0.23015387728193837
1983-12-01	0.22960683146663238
1984-01-01	0.34364903666634444
1984-02-01	0.34247213447551994
1984-03-01	0.11376775529854445
1984-04-01	0.11363847136068364
1984-05-01	0.11349113743721619
1984-06-01	0.34014241127318806
1984-07-01	-0.11299645489141232
1984-08-01	-0.2262485626378367
1984-09-01	0.11338080375773318
1984-10-01	0.5662619863972524
1984-11-01	0.11261470302508615
1984-12-01	0.11246984655612473
1985-01-01	0.561808259961414
1985-02-01	0.4469356863664367
1985-03-01	0.3336923181737039
1985-04-01	0.11086681076259339
1985-05-01	0.0
1985-06-01	0.0
1985-07-01	0.0
1985-08-01	-0.3322320971570059
1985-09-01	0.1111131860538646
1985-10-01	0.11098986168234129
1985-11-01	0.11086681076259339
1985-12-01	0.11074403238560862
1986-01-01	0.33184670016049084
1986-02-01	-0.11023782827018476
1986-03-01	-0.33113197046700904
1986-04-01	0.0
1986-05-01	0.0
1986-06-01	0.0
1986-07-01	-0.3322320971570059
1986-08-01	-0.33332160192610105
1986-09-01	0.11148478893825754
1986-10-01	-0.3340819162954983
1986-11-01	-0.11173392159173406
1986-12-01	0.1118589059339837
1987-01-01	0.5586515514095833
1987-02-01	0.1111131860538646
1987-03-01	0.0
1987-04-01	0.22197972336485172
1987-05-01	0.0
1987-06-01	0.11074403238560862
1987-07-01	0.0
1987-08-01	-0.1106215256474202
1987-09-01	-0.1107440323857774
1987-10-01	0.11086681076259339
1987-11-01	0.0
1987-12-01	0.11074403238560862
1988-01-01	0.44246822580807965
1988-02-01	0.22026843346528252
1988-03-01	0.0
1988-04-01	0.2197843179911976
1988-05-01	0.21930232586978957
1988-06-01	0.10939354038831052
1988-07-01	0.0
1988-08-01	-0.10927400168913881
1988-09-01	0.10939354038831052
1988-10-01	0.10930932543318846
1988-11-01	0.3274993414903405
1988-12-01	0.21763191296981765
1989-01-01	0.8686196732712872
1989-02-01	0.32293389022791946
1989-03-01	0.10729812805685367
1989-04-01	0.6430814143115382
1989-05-01	0.1064982521068743
1989-06-01	0.10638495399034824
1989-07-01	-0.10627189668195845
1989-08-01	0.0
1989-09-01	0.10638495399034824
1989-10-01	0.3187985161778364
1989-11-01	0.21186836017544883
1989-12-01	0.3171306407751321
1990-01-01	0.5268631404067272
1990-02-01	0.4192950246661221
1990-03-01	0.0
1990-04-01	0.20875527201958569
1990-05-01	0.20833722618907005
1990-06-01	0.10395204229306533
1990-07-01	0.0
1990-08-01	0.3115322827090445
1990-09-01	0.3105647731817347
1990-10-01	0.7223909163032647
1990-11-01	-0.2049218329839939
1990-12-01	0.10267131242738227
