Time (Year/Month),"Economic Activity, Industrial Production, Index","Exchange Rates, National Currency Per U.S. Dollar, Period Average, Rate","International Reserves and Liquidity, Reserves, Official Reserve Assets, US Dollar","Prices, Consumer Price Index, All items, Index",Country
1988-02-01,72.2941437665094,1.6976,81428.6754642833,63.6403666274772,Germany
1988-03-01,79.0747253215501,1.678,81194.705137202,63.6403666274772,Germany
1988-04-01,73.7768950521862,1.6733,81937.114157957,63.7802381732365,Germany
1988-05-01,72.7910658190065,1.6934,79187.1946877074,63.9201097189957,Germany
1988-06-01,75.4039140305233,1.7557,72312.8696421078,63.9900341900374,Germany
1988-07-01,69.4648940160019,1.844,68637.0375263125,63.9900341900374,Germany
1988-08-01,69.2565073488257,1.8874,66341.4183866612,63.9201097189957,Germany
1988-09-01,78.6499371153832,1.8669,65277.5626735394,63.9900341900374,Germany
1988-10-01,82.5371499454006,1.8215,67768.7221400509,64.059981264755,Germany
1988-11-01,80.9822648133936,1.7497,69548.803245032,64.2697772815559,Germany
1988-12-01,76.8866653162001,1.7555,66217.2786189938,64.4096488273152,Germany
1989-01-01,74.1295494120228,1.8304,62282.520139188,64.9691237085142,Germany
1989-02-01,74.7627242853658,1.8521,63127.1408774379,65.1789310271531,Germany
1989-03-01,81.9039750720576,1.8653,62203.5672777943,65.2488668000327,Germany
1989-04-01,79.7800340412233,1.8704,63627.8443127155,65.6684701354726,Germany
1989-05-01,73.9852817193623,1.9503,62246.0999899185,65.7384059083522,Germany
1989-06-01,79.8521678875535,1.9809,62791.9112636095,65.8083416812318,Germany
1989-07-01,74.69860531085,1.8941,64246.3166314571,65.7384059083522,Germany
1989-08-01,71.6529540213519,1.926,63868.9093723527,65.7384059083522,Germany
1989-09-01,81.9761089183878,1.9526,65039.4711131061,65.8083416812318,Germany
1989-10-01,87.2739391877518,1.8665,66984.0196065239,66.0181376980328,Germany
1989-11-01,84.7332248225651,1.8305,67299.9465814313,66.158009243792,Germany
1989-12-01,80.4212237863809,1.7414,68770.8746178595,66.3678165624309,Germany
1990-01-01,78.3694166018768,1.6918,68950.3667233367,66.7174841249911,Germany
1990-02-01,78.5858181408675,1.676,69982.7949030696,66.9972272165096,Germany
1990-03-01,87.1296714950913,1.7045,69567.6986922397,66.9972272165096,Germany
1990-04-01,79.7800340412234,1.6882,69701.9849596987,67.137087460431,Germany
1990-05-01,81.2708001987146,1.6617,70727.7233721584,67.2769590061902,Germany
1990-06-01,81.7597073793972,1.684,71640.0798160129,67.3468947790698,Germany
1990-07-01,78.7942048080437,1.6399,71072.396009484,67.3468947790698,Germany
1990-08-01,75.9649550575362,1.5707,72425.7385732047,67.5567020977087,Germany
1990-09-01,86.4964966217483,1.5697,73197.5736206214,67.7665094163475,Germany
1990-10-01,92.643903303446,1.5233,75011.9268302281,68.256048524667,Germany
1990-11-01,89.4619991931018,1.487,76166.0747088573,68.1161769789078,Germany
1990-12-01,83.8115145639013,1.492,77064.2076742664,68.1861127517874,Germany
1959-12-01,,,21504.5,13.4828059828805,USA
1960-01-01,,,21478.1,13.436946098585,USA
1960-02-01,,,21395.7,13.4828059828805,USA
1960-03-01,,,21344.7,13.4828059828805,USA
1960-04-01,,,21278.0,13.528665867176,USA
1960-05-01,,,21234.3,13.528665867176,USA
1960-06-01,,,21169.8,13.5745257514715,USA
1960-07-01,,,20999.4,13.5745257514715,USA
1960-08-01,,,20803.4,13.5745257514715,USA
1960-09-01,,,20430.0,13.5745257514715,USA
1960-10-01,,,20068.2,13.6662455200625,USA
1960-11-01,,,19558.2,13.6662455200625,USA
1960-12-01,,,19358.8,13.6662455200625,USA
1961-01-01,,,19056.2,13.6662455200625,USA
1961-02-01,,,18978.0,13.6662455200625,USA
1961-03-01,,,18988.2,13.6662455200625,USA
1961-04-01,,,19165.1,13.6662455200625,USA
1961-05-01,,,19196.9,13.6662455200625,USA
1961-06-01,,,19307.9,13.6662455200625,USA
1961-07-01,,,19234.6,13.7579652886536,USA
1961-08-01,,,19641.5,13.7121054043581,USA
1961-09-01,,,19520.9,13.7579652886536,USA
1961-10-01,,,19171.9,13.7579652886536,USA
1961-11-01,,,18827.9,13.7579652886536,USA
1961-12-01,,,18752.9,13.7579652886536,USA
1962-01-01,,,18649.8,13.7579652886536,USA
1962-02-01,,,18512.0,13.8038251729491,USA
1962-03-01,,,18328.7,13.8038251729491,USA
1962-04-01,,,18192.4,13.8496850572446,USA
1962-05-01,,,18124.5,13.8496850572446,USA
1962-06-01,,,18490.3,13.8496850572446,USA
1962-07-01,,,17784.5,13.8955449415401,USA
1962-08-01,,,17638.6,13.8955449415401,USA
1962-09-01,,,17610.3,13.9414048258356,USA
1962-10-01,,,17435.7,13.9414048258356,USA
1962-11-01,,,17286.2,13.9414048258356,USA
1962-12-01,,,17220.4,13.9414048258356,USA
1963-01-01,,,17177.9,13.9414048258356,USA
1963-02-01,,,17114.3,13.9414048258356,USA
1963-03-01,,,17188.5,13.9872647101311,USA
1963-04-01,,,17139.9,13.9872647101311,USA
1963-05-01,,,17113.6,13.9872647101311,USA
1963-06-01,,,17064.7,14.0331245944266,USA
1963-07-01,,,16815.1,14.0789844787222,USA
1963-08-01,,,16773.9,14.0789844787222,USA
1963-09-01,,,16838.0,14.0789844787222,USA
1963-10-01,,,16947.8,14.1248443630177,USA
1963-11-01,,,16817.1,14.1248443630177,USA
1963-12-01,,,16843.0,14.1707042473132,USA
1964-01-01,,,16880.9,14.1707042473132,USA
1964-02-01,,,16770.5,14.1707042473132,USA
1964-03-01,,,16894.0,14.1707042473132,USA
1964-04-01,,,16898.9,14.1707042473132,USA
1964-05-01,,,16855.5,14.1707042473132,USA
1964-06-01,,,16591.2,14.2165641316087,USA
1964-07-01,,,16628.6,14.2624240159042,USA
1964-08-01,,,16690.4,14.2165641316087,USA
1964-09-01,,,16521.0,14.2624240159042,USA
1964-10-01,,,16385.5,14.2624240159042,USA
1964-11-01,,,17015.2,14.3082839001997,USA
1964-12-01,,,16672.4,14.3082839001997,USA
1965-01-01,,,16342.9,14.3082839001997,USA
1965-02-01,,,15994.9,14.3082839001997,USA
1965-03-01,,,15828.9,14.3541437844952,USA
1965-04-01,,,15592.3,14.4000036687907,USA
1965-05-01,,,15420.0,14.4000036687907,USA
1965-06-01,,,15761.8,14.4917234373818,USA
1965-07-01,,,15565.6,14.4917234373818,USA
1965-08-01,,,15850.4,14.4917234373818,USA
1965-09-01,,,15721.2,14.4917234373818,USA
1965-10-01,,,15639.4,14.5375833216773,USA
1965-11-01,,,15547.9,14.5375833216773,USA
1965-12-01,,,15450.0,14.5834432059728,USA
1966-01-01,,,15224.5,14.5834432059728,USA
1966-02-01,,,14961.8,14.6751629745638,USA
1966-03-01,,,15025.9,14.7210228588593,USA
1966-04-01,,,14913.9,14.8127426274503,USA
1966-05-01,,,14904.5,14.8127426274503,USA
1966-06-01,,,14957.8,14.8586025117459,USA
1966-07-01,,,15148.2,14.9044623960414,USA
1966-08-01,,,15014.6,14.9961821646324,USA
1966-09-01,,,14876.0,14.9961821646324,USA
1966-10-01,,,14879.6,15.0879019332234,USA
1966-11-01,,,14715.1,15.0879019332234,USA
1966-12-01,,,14881.7,15.0879019332234,USA
1967-01-01,,,14195.8,15.0879019332234,USA
1967-02-01,,,13997.5,15.0879019332234,USA
1967-03-01,,,13854.6,15.1337618175189,USA
1967-04-01,,,13905.7,15.1796217018144,USA
1967-05-01,,,13942.5,15.22548158611,USA
1967-06-01,,,14274.3,15.2713414704055,USA
1967-07-01,,,14223.6,15.317201354701,USA
1967-08-01,,,14604.8,15.3630612389965,USA
1967-09-01,,,14648.6,15.408921123292,USA
1967-10-01,,,14926.7,15.4547810075875,USA
1967-11-01,,,15437.6,15.500640891883,USA
1967-12-01,,,14830.2,15.5465007761785,USA
1968-01-01,,,14620.0,15.6382205447696,USA
1968-02-01,,,14789.8,15.6840804290651,USA
1968-03-01,,,13926.5,15.7299403133606,USA
1968-04-01,,,13839.7,15.7758001976561,USA
1968-05-01,,,14348.3,15.8216600819516,USA
1968-06-01,,,14062.6,15.9133798505426,USA
1968-07-01,,,14365.8,16.0050996191337,USA
1968-08-01,,,14427.0,16.0509595034292,USA
1968-09-01,,,14633.9,16.0968193877247,USA
1968-10-01,,,14427.5,16.1885391563157,USA
1968-11-01,,,15659.7,16.2343990406112,USA
1968-12-01,,,15709.9,16.2802589249067,USA
1969-01-01,,,15454.0,16.3261188092022,USA
1969-02-01,,,15499.4,16.4178385777933,USA
1969-03-01,,,15758.4,16.5554182306798,USA
1969-04-01,,,15947.6,16.6471379992708,USA
1969-05-01,,,16069.9,16.6929978835663,USA
1969-06-01,,,16057.1,16.7847176521574,USA
1969-07-01,,,15935.8,16.8764374207484,USA
1969-08-01,,,16195.1,16.9681571893394,USA
1969-09-01,,,16743.2,17.0140170736349,USA
1969-10-01,,,16315.8,17.105736842226,USA
1969-11-01,,,16000.3,17.197456610817,USA
1969-12-01,,,16963.6,17.289176379408,USA
1970-01-01,,,17396.53,17.3350362637035,USA
1970-02-01,,,17669.63,17.4267560322945,USA
1970-03-01,,,17350.63,17.5184758008856,USA
1970-04-01,,,16918.71,17.6560554537721,USA
1970-05-01,,,16164.89,17.7019153380676,USA
1970-06-01,,,16328.29,17.7936351066586,USA
1970-07-01,,,16065.39,17.8853548752497,USA
1970-08-01,,,15795.79,17.8853548752497,USA
1970-09-01,,,15527.69,17.9770746438407,USA
1970-10-01,,,15119.89,18.0687944124317,USA
1970-11-01,,,14890.29,18.1605141810227,USA
1970-12-01,,,14486.89,18.2522339496137,USA
1971-01-01,,,14698.99,18.2522339496137,USA
1971-02-01,,,14533.79,18.2980938339093,USA
1971-03-01,,,14341.59,18.3439537182048,USA
1971-04-01,,,14307.13,18.3898136025003,USA
1971-05-01,,,13810.51,18.4815333710913,USA
1971-06-01,,,13503.91,18.6191130239778,USA
1971-07-01,,,13282.51,18.6649729082733,USA
1971-08-01,,,12127.81,18.7108327925689,USA
1971-09-01,,,12130.21,18.7108327925689,USA
1971-10-01,,,12145.9,18.7566926768644,USA
1971-11-01,,,12130.3,18.7566926768644,USA
1971-12-01,,,12314.5652264574,18.8484124454554,USA
1972-01-01,,,13084.0302943402,18.8484124454554,USA
1972-02-01,,,12534.8188508733,18.9401322140464,USA
1972-03-01,,,12475.161720429,18.9859920983419,USA
1972-04-01,,,12472.705664602,19.0318519826374,USA
1972-05-01,,,13344.5165326372,19.077711866933,USA
1972-06-01,,,13338.5965500153,19.1235717512285,USA
1972-07-01,,,13089.5908500044,19.2152915198195,USA
1972-08-01,,,13123.150863038,19.261151404115,USA
1972-09-01,,,13216.7965934605,19.3070112884105,USA
1972-10-01,,,13312.465178233,19.3987310570015,USA
1972-11-01,,,13306.3509064832,19.4445909412971,USA
1972-12-01,,,13150.3223521224,19.4904508255926,USA
1973-01-01,,,13053.3395064615,19.5363107098881,USA
1973-02-01,,,13195.6212711269,19.6738903627746,USA
1973-03-01,,,13201.4117289419,19.8573298999567,USA
1973-04-01,,,13172.7851531187,19.9949095528432,USA
1973-05-01,,,13184.8867274044,20.1324892057297,USA
1973-06-01,,,13183.1597233707,20.2700688586163,USA
1973-07-01,,,13187.8644703454,20.3159287429118,USA
1973-08-01,,,13193.4136590849,20.6828078172759,USA
1973-09-01,,,13197.9977715218,20.7286677015714,USA
1973-10-01,,,14367.4612494209,20.9121072387534,USA
1973-11-01,,,14372.7691690847,21.04968689164,USA
1973-12-01,,,14377.9564542107,21.1872665445265,USA
1974-01-01,,,14565.3941164779,21.3707060817086,USA
1974-02-01,,,14643.1558030317,21.6458653874816,USA
1974-03-01,,,14588.2573773174,21.9210246932547,USA
1974-04-01,,,14642.0241908209,22.0127444618457,USA
1974-05-01,,,14869.4807927516,22.2879037676188,USA
1974-06-01,,,14946.2171460284,22.4713433048008,USA
1974-07-01,,,14911.9068463669,22.6547828419829,USA
1974-08-01,,,15460.1359010438,22.929942147756,USA
1974-09-01,,,15893.1802699469,23.205101453529,USA
1974-10-01,,,15889.6951457309,23.4344008750066,USA
1974-11-01,,,15839.2019939946,23.6178404121886,USA
1974-12-01,,,15883.8475491293,23.8012799493707,USA
1975-01-01,,,15948.0125553613,23.8929997179617,USA
1975-02-01,,,16132.2953258836,24.0764392551438,USA
1975-03-01,,,16255.8009837789,24.1681590237348,USA
1975-04-01,,,16182.6316473342,24.2598787923258,USA
1975-05-01,,,16279.8525817364,24.3974584452123,USA
1975-06-01,,,16241.4712775831,24.5808979823944,USA
1975-07-01,,,16083.5558149488,24.8560572881675,USA
1975-08-01,,,16116.6849755356,24.901917172463,USA
1975-09-01,,,16291.6928018601,25.0394968253495,USA
1975-10-01,,,16567.6899488405,25.177076478236,USA
1975-11-01,,,16591.9447334418,25.3605160154181,USA
1975-12-01,,,16225.896589341,25.4522357840091,USA
1976-01-01,,,16622.4583865389,25.4980956683046,USA
1976-02-01,,,16661.4878566279,25.5898154368956,USA
1976-03-01,,,16941.1636137084,25.6356753211912,USA
1976-04-01,,,17436.869839021,25.7273950897822,USA
1976-05-01,,,17955.3301562899,25.9108346269642,USA
1976-06-01,,,18476.495244305,26.0484142798508,USA
1976-07-01,,,18245.4015825201,26.1859939327373,USA
1976-08-01,,,18586.282936481,26.3235735856238,USA
1976-09-01,,,18945.8841135667,26.4152933542149,USA
1976-10-01,,,19013.03351695,26.5528730071014,USA
1976-11-01,,,19416.1743206533,26.5987328913969,USA
1976-12-01,,,18747.0016461166,26.6904526599879,USA
1977-01-01,,,19087.4088879564,26.8280323128745,USA
1977-02-01,,,19121.9675473989,27.1031916186475,USA
1977-03-01,,,19120.6483408891,27.2866311558296,USA
1977-04-01,,,18867.7039702285,27.5159305773071,USA
1977-05-01,,,19194.3326140315,27.6535102301937,USA
1977-06-01,,,19155.7337476895,27.8369497673757,USA
1977-07-01,,,18926.9870054636,27.9745294202623,USA
1977-08-01,,,19055.5470939414,28.0662491888533,USA
1977-09-01,,,18988.4721127064,28.1579689574443,USA
1977-10-01,,,19047.451168635,28.2496887260353,USA
1977-11-01,,,19155.0418776846,28.3872683789219,USA
1977-12-01,,,19311.4983328974,28.4789881475129,USA
1978-01-01,,,19454.8305720373,28.662427684695,USA
1978-02-01,,,19372.9803452409,28.845867221877,USA
1978-03-01,,,19191.3244384177,29.0751666433546,USA
1978-04-01,,,18842.7243833469,29.3044660648321,USA
1978-05-01,,,18965.237123957,29.5796253706052,USA
1978-06-01,,,18863.9501302419,29.9006445606738,USA
1978-07-01,,,18832.0902399238,30.1299439821513,USA
1978-08-01,,,18782.5947478467,30.2675236350379,USA
1978-09-01,,,18849.9313440378,30.4968230565154,USA
1978-10-01,,,18934.6843409769,30.7719823622885,USA
1978-11-01,,,17967.4706551914,30.909562015175,USA
1978-12-01,,,18650.3049878909,31.0471416680616,USA
1979-01-01,,,20468.7711339788,31.3223009738346,USA
1979-02-01,,,20291.4528861563,31.6891800481987,USA
1979-03-01,,,21657.9193470524,32.0101992382673,USA
1979-04-01,,,21402.9589478695,32.3770783126314,USA
1979-05-01,,,22298.9198216109,32.789817271291,USA
1979-06-01,,,21267.6540448184,33.1566963456551,USA
1979-07-01,,,20044.3007216382,33.5235754200192,USA
1979-08-01,,,20045.5821519623,33.8445946100878,USA
1979-09-01,,,18557.2973552852,34.2114736844519,USA
1979-10-01,,,18016.0106125323,34.486632990225,USA
1979-11-01,,,19284.8149169743,34.8076521802936,USA
1979-12-01,,,18956.0257327357,35.1745312546576,USA
1980-01-01,,,20989.3241255244,35.6789899819083,USA
1980-02-01,,,20886.581492989,36.1834487091589,USA
1980-03-01,,,21491.0579111444,36.733767320705,USA
1980-04-01,,,21644.9078200193,37.1465062793647,USA
1980-05-01,,,21917.5578757659,37.5133853537288,USA
1980-06-01,,,21942.9779029322,37.9261243123884,USA
1980-07-01,,,21844.600636646,37.9261243123884,USA
1980-08-01,,,22691.4259369102,38.2012836181614,USA
1980-09-01,,,22994.402033851,38.52230280823,USA
1980-10-01,,,23966.3889154758,38.8891818825941,USA
1980-11-01,,,25673.0258480913,39.2102010726627,USA
1980-12-01,,,26755.9672033543,39.5770801470268,USA
1981-01-01,,,28315.8056068365,39.8980993370954,USA
1981-02-01,,,29681.7917926563,40.310838295755,USA
1981-03-01,,,30409.4466975767,40.585997601528,USA
1981-04-01,,,29692.7792780801,40.8611569073011,USA
1981-05-01,,,29395.2225948609,41.1821760973697,USA
1981-06-01,,,29582.1524981615,41.5490551717338,USA
1981-07-01,,,28866.9208434738,42.0076540146889,USA
1981-08-01,,,29265.1391057044,42.3286732047575,USA
1981-09-01,,,29715.202935334,42.7414121634171,USA
1981-10-01,,,30247.8667042926,42.8331319320081,USA
1981-11-01,,,31001.3755037161,42.9707115848947,USA
1981-12-01,,,30074.509985741,43.1082912377812,USA
1982-01-01,,,30097.3622697571,43.2458708906677,USA
1982-02-01,,,30060.7644913621,43.3834505435543,USA
1982-03-01,,,29943.506689306,43.3375906592588,USA
1982-04-01,,,31555.8563169416,43.5210301964408,USA
1982-05-01,,,30914.3570263257,43.9337691551004,USA
1982-06-01,,,30671.3684785357,44.4840877666466,USA
1982-07-01,,,31226.7276897789,44.7133871881241,USA
1982-08-01,,,31232.4459871691,44.8051069567152,USA
1982-09-01,,,30992.6181517303,44.8968267253062,USA
1982-10-01,,,31711.4815637779,45.0344063781927,USA
1982-11-01,,,34005.8039490396,44.9426866096017,USA
1982-12-01,,,33957.3547622223,44.7592470724196,USA
1983-01-01,,,33935.3265683445,44.8509668410107,USA
1983-02-01,,,34232.1853488656,44.8968267253062,USA
1983-03-01,,,34260.6003263201,44.8968267253062,USA
1983-04-01,,,34172.8093458036,45.2178459153748,USA
1983-05-01,,,33930.6005633887,45.4930052211478,USA
1983-06-01,,,33876.6583138092,45.6305848740344,USA
1983-07-01,,,33372.3789876178,45.8140244112164,USA
1983-08-01,,,32623.8593072589,45.9516040641029,USA
1983-09-01,,,33066.3932225353,46.1809034855805,USA
1983-10-01,,,33273.0341248199,46.318483138467,USA
1983-11-01,,,33654.8219650135,46.4102029070581,USA
1983-12-01,,,33747.779423481,46.4560627913536,USA
1984-01-01,,,33887.7878312698,46.7312220971266,USA
1984-02-01,,,34818.178119991,46.9605215186042,USA
1984-03-01,,,34974.7398310542,47.0522412871952,USA
1984-04-01,,,34584.6858815536,47.2815407086728,USA
1984-05-01,,,34712.8076200769,47.4191203615593,USA
1984-06-01,,,34547.5278376456,47.5567000144459,USA
1984-07-01,,,34391.3537011703,47.7401395516279,USA
1984-08-01,,,34760.1544467489,47.92357908881,USA
1984-09-01,,,34306.8361638361,48.1528785102875,USA
1984-10-01,,,34570.0563441761,48.2904581631741,USA
1984-11-01,,,34727.4220940471,48.2904581631741,USA
1984-12-01,,,34933.7798813768,48.2904581631741,USA
1985-01-01,,,34379.673638195,48.3821779317651,USA
1985-02-01,,,34272.4131248201,48.6114773532426,USA
1985-03-01,,,35493.0107229967,48.7949168904247,USA
1985-04-01,,,35493.0344629353,49.0242163119022,USA
1985-05-01,,,35782.0751663192,49.2076558490843,USA
1985-06-01,,,36087.3046759573,49.3452355019708,USA
1985-07-01,,,37070.8635448868,49.4369552705619,USA
1985-08-01,,,37153.6243684254,49.5286750391529,USA
1985-09-01,,,38293.9950314112,49.6662546920394,USA
1985-10-01,,,41656.7270934694,49.8496942292215,USA
1985-11-01,,,42850.7047531593,49.987273882108,USA
1985-12-01,,,43185.4222319859,50.1248535349945,USA
1986-01-01,,,43672.4643710346,50.2624331878811,USA
1986-02-01,,,45504.3730249546,50.1248535349945,USA
1986-03-01,,,44918.5903156409,49.895554113517,USA
1986-04-01,,,46491.9461410915,49.803834344926,USA
1986-05-01,,,45249.1551018542,49.9414139978125,USA
1986-06-01,,,46594.6264528209,50.2165733035855,USA
1986-07-01,,,47430.0209047785,50.2165733035855,USA
1986-08-01,,,48161.2765454151,50.3082930721766,USA
1986-09-01,,,48086.703878076,50.5375924936541,USA
1986-10-01,,,47088.7680751843,50.5834523779496,USA
1986-11-01,,,47824.6093144848,50.6293122622452,USA
1986-12-01,,,48516.4847283892,50.6751721465407,USA
1987-01-01,,,49386.8444669794,50.9961913366093,USA
1987-02-01,,,49359.9844251726,51.1796308737913,USA
1987-03-01,,,48823.9468649961,51.4089302952689,USA
1987-04-01,,,46591.7877315359,51.6840896010419,USA
1987-05-01,,,45912.9199099389,51.867529138224,USA
1987-06-01,,,45139.5070163331,52.050968675406,USA
1987-07-01,,,44318.3370674033,52.1885483282926,USA
1987-08-01,,,45914.5265608028,52.4637076340656,USA
1987-09-01,,,45070.6217513148,52.7388669398387,USA
1987-10-01,,,46200.4973908448,52.8764465927252,USA
1987-11-01,,,46779.1642235991,52.9223064770208,USA
1987-12-01,,,45798.2972378669,52.9223064770208,USA
1988-01-01,,,42954.416593791,53.0598861299073,USA
1988-02-01,,,43063.9884314392,53.1974657827938,USA
1988-03-01,,,43185.9978913197,53.4267652042714,USA
1988-04-01,,,42730.0548134819,53.7019245100445,USA
1988-05-01,,,41948.6450613493,53.8853640472265,USA
1988-06-01,,,41027.8217562254,54.1146634687041,USA
1988-07-01,,,43875.8454078722,54.3439628901816,USA
1988-08-01,,,47778.6531064421,54.5732623116592,USA
1988-09-01,,,47787.9657272633,54.9401413860233,USA
1988-10-01,,,50204.3343113635,55.1235809232053,USA
1988-11-01,,,48943.466353314,55.1694408075008,USA
1988-12-01,,,47801.6527835718,55.2611605760919,USA
1989-01-01,,,48190.020712619,55.5363198818649,USA
1989-02-01,,,49372.8277830638,55.7656193033425,USA
1989-03-01,,,49854.249298706,56.0866384934111,USA
1989-04-01,,,50303.485987484,56.4535175677752,USA
1989-05-01,,,54940.5489366995,56.7745367578438,USA
1989-06-01,,,60503.4125037391,56.9121164107303,USA
1989-07-01,,,63462.2105059868,57.0496960636168,USA
1989-08-01,,,62363.8459917978,57.1414158322078,USA
1989-09-01,,,68417.4957446536,57.3248553693899,USA
1989-10-01,,,70808.6893608321,57.600014675163,USA
1989-11-01,,,72559.7516514932,57.7375943280495,USA
1989-12-01,,,74608.6332693773,57.8293140966405,USA
1990-01-01,,,75506.361462393,58.4254925924822,USA
1990-02-01,,,74173.5248679896,58.7006518982553,USA
1990-03-01,,,76303.0285402087,59.0216710883238,USA
1990-04-01,,,76283.2106099483,59.1133908569149,USA
1990-05-01,,,77028.3668376652,59.2509705098014,USA
1990-06-01,,,77298.8432535479,59.57198969987,USA
1990-07-01,,,77906.2866468195,59.8012891213475,USA
1990-08-01,,,78908.8383573794,60.3516077328937,USA
1990-09-01,,,80024.1661328505,60.8560664601443,USA
1990-10-01,,,82852.1965317919,61.2229455345084,USA
1990-11-01,,,83059.4027736163,61.3605251873949,USA
1990-12-01,,,83316.2146078445,61.3605251873949,USA
