Time (Year/Month),"Economic Activity, Industrial Production, Index","Exchange Rates, National Currency Per U.S. Dollar, Period Average, Rate","International Reserves and Liquidity, Reserves, Official Reserve Assets, US Dollar","Prices, Consumer Price Index, All items, Index",Country
1963-01-01,34.4719636740309,4.000000003,6791.48970243331,26.5051606405094,Germany
1963-02-01,35.4417631635816,4.000000003,6815.37465000169,26.7149679591483,Germany
1963-03-01,37.8301949642933,4.000000003,6967.06539676417,26.7149679591483,Germany
1963-04-01,38.9442621465045,4.000000003,6976.69987266575,26.7849037320279,Germany
1963-05-01,38.4633698376364,4.000000003,7219.19292179755,26.7149679591483,Germany
1963-06-01,41.1082775364112,4.000000003,7230.78727897371,26.5750964133891,Germany
1963-07-01,35.8905959851919,4.000000003,7294.70307497469,26.5750964133891,Germany
1963-08-01,35.8905959851919,4.000000003,7350.99524083847,26.5051606405094,Germany
1963-09-01,40.0262698414578,4.000000003,7429.25458865854,26.5750964133891,Germany
1963-10-01,40.7716529202035,4.000000003,7461.92722756051,26.7849037320279,Germany
1963-11-01,43.7131108761136,4.000000003,7616.06880821528,26.8548395049075,Germany
1963-12-01,40.3628944576655,4.000000003,7673.53212816122,27.0646355217085,Germany
1964-01-01,37.7500462461486,4.000000003,7590.80042479256,27.2045070674678,Germany
1964-02-01,39.9861954823855,4.000000003,7804.88882118874,27.2744428403474,Germany
1964-03-01,40.5151770221404,4.000000003,7783.76855341706,27.2744428403474,Germany
1964-04-01,41.9658688205593,4.000000003,7633.83982841057,27.2744428403474,Germany
1964-05-01,44.1298842104659,4.000000003,7577.90357722339,27.2744428403474,Germany
1964-06-01,42.0780770259619,4.000000003,7882.48037839136,27.2045070674678,Germany
1964-07-01,39.3209611217846,4.000000003,7765.88250418597,27.2744428403474,Germany
1964-08-01,38.166819580501,4.000000003,7739.10894387474,27.2744428403474,Germany
1964-09-01,42.7513262583772,4.000000003,7781.94490896996,27.2744428403474,Germany
1964-10-01,44.5707021602617,4.000000003,7712.07540037117,27.344378613227,Germany
1964-11-01,46.4782416521053,4.000000003,7596.73530774206,27.4842501589862,Germany
1964-12-01,43.4967093371229,4.000000003,7905.57437120243,27.6940461757872,Germany
1965-01-01,42.3345529240248,4.000000003,7501.14427457856,27.7639819486668,Germany
1965-02-01,43.0799360027704,4.000000003,7598.74956082433,27.7639819486668,Germany
1965-03-01,42.5990436939023,4.000000003,7764.98360075094,27.9038534944261,Germany
1965-04-01,45.4282934444098,4.000000003,7724.08946017828,27.9737892673057,Germany
1965-05-01,45.4683678034822,4.000000003,7550.78961439257,28.0437250401853,Germany
1965-06-01,45.1317431872745,4.000000003,7449.14080045314,28.2535210569863,Germany
1965-07-01,40.9960693310085,4.000000003,7348.16431515223,28.3234568298659,Germany
1965-08-01,39.6575857379922,4.000000003,7261.96881509101,28.3234568298659,Germany
1965-09-01,45.2038770336047,4.000000003,7353.73405753042,28.3234568298659,Germany
1965-10-01,46.285884728558,4.000000003,7401.56874532134,28.4633283756252,Germany
1965-11-01,48.1533498613292,4.000000003,7429.88965087735,28.6031999213844,Germany
1965-12-01,44.4985683139314,4.000000003,7424.0546326153,28.7430714671437,Germany
1966-01-01,42.5589693348299,4.000000003,7262.83218469539,28.882931711065,Germany
1966-02-01,43.9054677996607,4.000000003,7212.9288851109,28.9528674839446,Germany
1966-03-01,45.2038770336047,4.000000003,7154.14429214102,29.0228032568243,Germany
1966-04-01,47.4079667825836,4.000000003,7162.73408524697,29.2326105754631,Germany
1966-05-01,46.6225093447657,4.000000003,7177.08430480636,29.2326105754631,Germany
1966-06-01,46.7347175501682,4.000000003,7412.69775377137,29.2326105754631,Germany
1966-07-01,42.7112518993048,4.000000003,7670.00856377479,29.2326105754631,Germany
1966-08-01,39.3930949681147,4.000000003,7664.59288229198,29.1626748025835,Germany
1966-09-01,45.2840257517493,4.000000003,7685.17976842836,29.1626748025835,Germany
1966-10-01,46.5503754984354,4.000000003,7864.42177667235,29.2326105754631,Germany
1966-11-01,47.2556842181087,4.000000003,7909.07687816343,29.5123423651437,Germany
1966-12-01,43.9375272869186,4.000000003,8054.13897023534,29.5822781380233,Germany
1967-01-01,40.1785524059326,4.000000003,7789.90835068864,29.652213910903,Germany
1967-02-01,41.7013780506817,4.000000003,7974.80696764971,29.652213910903,Germany
1967-03-01,42.7112518993048,4.000000003,8048.99513089198,29.7221496837826,Germany
1967-04-01,44.202018056796,4.000000003,8008.32533428718,29.7221496837826,Germany
1967-05-01,44.0497354923211,4.000000003,7859.89291565743,29.7920854566622,Germany
1967-06-01,43.3444267726479,4.000000003,7809.31234034249,29.7920854566622,Germany
1967-07-01,41.5170359989489,4.000000003,7844.1277901435,29.7920854566622,Germany
1967-08-01,38.2790277859035,4.000000003,7895.5077224121,29.652213910903,Germany
1967-09-01,45.3160852390072,4.000000003,8012.6539039044,29.652213910903,Germany
1967-10-01,46.662583703838,4.000000003,8063.37690320748,29.7221496837826,Germany
1967-11-01,48.8586585810025,4.000000003,8218.52213477295,29.7920854566622,Germany
1967-12-01,49.2674170435404,4.000000003,8153.28714034222,29.7920854566622,Germany
1968-01-01,42.1902852313643,4.000000003,7908.19413689707,30.0718172463428,Germany
1968-02-01,44.5707021602616,4.000000003,8231.10497030848,30.1417530192224,Germany
1968-03-01,47.1114165254482,4.000000003,8559.86943330607,30.1417530192224,Germany
1968-04-01,48.7865247346722,4.000000003,8540.49297905579,30.1417530192224,Germany
1968-05-01,49.1952831972102,4.000000003,8431.02472196148,30.1417530192224,Germany
1968-06-01,52.7378565392054,4.000000003,8889.42314953009,30.1417530192224,Germany
1968-07-01,44.6107765193339,4.000000003,8835.62612360769,30.1417530192224,Germany
1968-08-01,45.620650367957,4.000000003,8957.48786140984,30.0718172463428,Germany
1968-09-01,51.7279826905823,4.000000003,9216.14680780777,30.0718172463428,Germany
1968-10-01,52.2890237175951,4.000000003,9073.58320385322,30.1417530192224,Germany
1968-11-01,57.618913474217,4.000000003,10893.8829270529,30.3515603378613,Germany
1968-12-01,54.2606821839545,4.000000003,9949.87757208165,30.4214961107409,Germany
1969-01-01,49.5639673006757,4.000000003,8577.02890496556,30.4914318836205,Germany
1969-02-01,52.5454996156581,4.000000003,8391.61290974456,30.6313034293798,Germany
1969-03-01,54.372890389357,4.000000003,8110.10652370857,30.7012279004215,Germany
1969-04-01,56.1281473167257,4.000000003,8818.49787589416,30.7012279004215,Germany
1969-05-01,57.4345714224842,4.000000003,11569.9399961193,30.7711636733011,Germany
1969-06-01,57.9154637313523,4.000000003,10087.1957021315,30.7711636733011,Germany
1969-07-01,50.7982575601039,4.000000003,10103.2519891329,30.7711636733011,Germany
1969-08-01,50.6139155083711,4.000000003,10701.2383883869,30.7012279004215,Germany
1969-09-01,56.4246975738611,4.000000003,12296.8558345615,30.7012279004215,Germany
1969-10-01,58.7009211691703,3.999999999,10691.554906366,30.7711636733011,Germany
1969-11-01,64.2151529775249,3.66000000266,8781.93504187102,30.8410994461807,Germany
1969-12-01,59.2218878371107,3.66000000266,7033.71780183307,31.0509067648196,Germany
1970-01-01,54.6774555183068,3.66000000266,7018.19587475877,31.4005743273798,Germany
1970-02-01,58.0437016803838,3.66000000266,7184.09878412972,31.4705101002594,Germany
1970-03-01,60.6405201482717,3.66000000266,7362.27280802484,31.6103816460187,Germany
1970-04-01,60.183672454847,3.66000000266,7521.38128438009,31.7502531917779,Germany
1970-05-01,65.4414283651386,3.66000000266,7851.03133611603,31.7502531917779,Germany
1970-06-01,60.7046391227875,3.66000000266,8847.78142451031,31.8201889646576,Germany
1970-07-01,54.8056934673384,3.66000000266,10011.508173211,31.8201889646576,Germany
1970-08-01,52.5294698720292,3.66000000266,10275.5049281498,31.8201889646576,Germany
1970-09-01,59.021516041749,3.66000000266,11332.2461244806,31.8201889646576,Germany
1970-10-01,61.2256057907279,3.66000000266,11917.2390651046,31.9600492085789,Germany
1970-11-01,64.0147811821631,3.66000000266,13594.8659187471,32.0999207543382,Germany
1970-12-01,60.183672454847,3.66000000266,13623.7192993405,32.309728072977,Germany
1971-01-01,58.372311424777,3.66000000266,14042.4429316543,32.6593956355372,Germany
1971-02-01,59.6707206587209,3.66000000266,14881.8642938929,32.9391387270557,Germany
1971-03-01,59.4703488633592,3.66000000266,15837.2892848515,33.079010272815,Germany
1971-04-01,62.9087288717664,3.66000000266,16765.6615371441,33.2888062896159,Germany
1971-05-01,63.0369668207979,3.548399999,19121.0405837237,33.3587420624956,Germany
1971-06-01,62.3236432293101,3.512999999,16883.5075208701,33.4986136082548,Germany
1971-07-01,55.9678498804363,3.481999999,17229.6641048848,33.638485154014,Germany
1971-08-01,51.3673134589311,3.416399999,17027.1140060051,33.638485154014,Germany
1971-09-01,60.1195534803311,3.361699999,17369.3324730964,33.7084209268937,Germany
1971-10-01,62.8446098972506,3.326099999,17572.2758650042,33.848281170815,Germany
1971-11-01,64.271257080226,3.331399999,17793.9625735854,33.9182169436946,Germany
1971-12-01,57.3944970634117,3.46972211739649,18725.4845851935,34.0580884894539,Germany
1972-01-01,57.2021401398645,3.231799999,19410.6702811346,34.4776918248937,Germany
1972-02-01,59.4062298888434,3.186399999,20196.9277157069,34.617563370653,Germany
1972-03-01,61.8748104076998,3.169999999,20237.4154371108,34.8273706892918,Germany
1972-04-01,65.3773093906227,3.177799999,20286.1528511849,34.9672309332132,Germany
1972-05-01,63.7502904122856,3.179499999,20349.1602967741,34.9672309332132,Germany
1972-06-01,63.0369668207979,3.171099999,23168.3781109297,35.1071024789724,Germany
1972-07-01,57.073902190833,3.160099999,25371.1360600057,35.3868455704909,Germany
1972-08-01,53.3149273098471,3.185799999,25138.4304726447,35.3868455704909,Germany
1972-09-01,62.5881339991876,3.192299999,24699.4316347962,35.7365131330511,Germany
1972-10-01,64.5357478501036,3.206699999,24435.3266503112,35.8763846788104,Germany
1972-11-01,68.81568939903,3.204099999,24108.8191368136,36.0861919974492,Germany
1972-12-01,67.2527893952085,3.198099999,23689.3433779343,36.2260522413706,Germany
1973-01-01,60.4481632247245,3.197299999,23637.8164041791,36.6456555768104,Germany
1973-02-01,66.2188709311421,3.010099999,29619.7606691765,36.8554628954493,Germany
1973-03-01,65.7620232377173,2.8269,32292.1230827726,37.1352059869678,Germany
1973-04-01,69.5290129905177,2.836799999,31958.0128932486,37.3450020037688,Germany
1973-05-01,67.6455181141175,2.792699999,31537.0907712247,37.6247450952873,Germany
1973-06-01,69.1362842716087,2.578499999,33059.7903067821,37.8345524139261,Germany
1973-07-01,57.5948688587735,2.334199999,35123.4094876496,37.9744239596854,Germany
1973-08-01,57.5948688587735,2.424199999,34087.213665763,37.9744239596854,Germany
1973-09-01,68.422960680121,2.423599999,36081.6054979297,37.9744239596854,Germany
1973-10-01,67.3890422160545,2.412599999,35799.4544101826,38.2541557493659,Germany
1973-11-01,71.8613406885281,2.579399999,34512.0392060542,38.7436948576854,Germany
1973-12-01,70.4988124800684,2.654899999,33385.3416019778,39.0933624202456,Germany
1974-01-01,61.4820816887909,2.810399999,32224.5007502427,39.3731055117641,Germany
1974-02-01,65.8261422122331,2.714099999,32294.4178195373,39.7227843761622,Germany
1974-03-01,66.7398375990825,2.621299999,33456.9613684062,39.792708847204,Germany
1974-04-01,68.5511986291525,2.523099999,34573.4056822754,40.0724519387224,Germany
1974-05-01,67.773756063149,2.458799999,34999.2326365484,40.2822592573613,Germany
1974-06-01,71.4686119696192,2.525799999,34738.788450494,40.4221308031206,Germany
1974-07-01,58.6929062973557,2.552599999,34371.3756169742,40.5619910470419,Germany
1974-08-01,55.3907791097946,2.616999999,33509.027428057,40.6319268199215,Germany
1974-09-01,64.9204616971981,2.661599999,32932.9145271499,40.7018625928011,Germany
1974-10-01,64.9204616971981,2.594099999,32519.0716660011,40.9816056843196,Germany
1974-11-01,69.3927601696717,2.516199999,33323.4633909704,41.2613374740002,Germany
1974-12-01,63.1732196416439,2.457999999,33169.0908468823,41.3312732468799,Germany
1975-01-01,56.681173471924,2.3649,33954.2139165095,41.7508765823197,Germany
1975-02-01,60.4481632247244,2.329299999,35015.684487981,41.9606839009586,Germany
1975-03-01,64.1430191311946,2.3165,35228.3890725336,42.1704912195974,Germany
1975-04-01,61.0332488671807,2.3747,34388.1064961964,42.5201587821576,Germany
1975-05-01,63.8865432331316,2.348599999,34067.4861023307,42.7299661007965,Germany
1975-06-01,62.1954052802786,2.340499999,33503.9162540753,43.0796336633567,Germany
1975-07-01,52.0165180759031,2.4663,32279.9211096616,43.0796336633567,Germany
1975-08-01,52.9221985909381,2.576099999,32005.5663597795,43.0096978904771,Germany
1975-09-01,60.7687580973032,2.615899999,31599.7660065035,43.219505209116,Germany
1975-10-01,62.7804909227349,2.5815,32307.8120356578,43.2894409819956,Germany
1975-11-01,68.9439273480614,2.585399999,31824.4343583994,43.4293125277548,Germany
1975-12-01,64.2071381057103,2.623799999,31554.5776931019,43.5691727716762,Germany
1976-01-01,59.8630775822682,2.603199999,31608.7976893899,43.9188516360743,Germany
1976-02-01,64.9845806717138,2.559499999,32427.6563564334,44.1985834257549,Germany
1976-03-01,63.9506622076473,2.560099999,35550.0969026602,44.3384549715141,Germany
1976-04-01,67.6455181141175,2.536299999,35234.9512085104,44.548262290153,Germany
1976-05-01,67.4531611905703,2.560899999,34313.0573946426,44.6181980630326,Germany
1976-06-01,68.679436578184,2.5763,34045.6005863446,44.6881225340744,Germany
1976-07-01,57.0097832163173,2.574299999,33774.7879782726,44.6181980630326,Germany
1976-08-01,56.4888165483768,2.527699999,35099.8444575697,44.758058306954,Germany
1976-09-01,66.6035847782365,2.492099999,36016.5928092713,44.8279940798336,Germany
1976-10-01,68.8798083735457,2.429499999,36891.53640025,44.8979298527132,Germany
1976-11-01,71.7331027394966,2.410999999,35719.8858906159,45.0378013984725,Germany
1976-12-01,65.8902611867488,2.385099999,35944.7741055297,45.1776729442317,Germany
1977-01-01,63.3655765651911,2.390399999,35465.5729180387,45.6672120525512,Germany
1977-02-01,66.8039565735982,2.404199999,35623.0982903033,45.87701937119,Germany
1977-03-01,67.5172801650859,2.391299999,35754.5384967743,45.9469438422318,Germany
1977-04-01,70.4988124800684,2.372899999,35715.8850302261,46.1567511608706,Germany
1977-05-01,68.1023658075422,2.358299999,35960.1345745178,46.2966227066299,Germany
1977-06-01,69.4568791441874,2.354299999,35452.5153096227,46.5064187234308,Germany
1977-07-01,58.1078206548995,2.283999999,36400.0383002968,46.4364829505512,Germany
1977-08-01,57.0097832163172,2.315299999,36173.7367510621,46.4364829505512,Germany
1977-09-01,67.5813991396017,2.323699999,35809.8201891697,46.5064187234308,Germany
1977-10-01,69.4568791441874,2.277699999,37039.1433063416,46.5064187234308,Germany
1977-11-01,72.5746642800158,2.241499999,38249.3786522709,46.5763544963105,Germany
1977-12-01,69.0080463225772,2.1526,41392.1597134695,46.7162260420697,Germany
1978-01-01,63.8865432331316,2.118399999,42347.1448445151,47.0659049064678,Germany
1978-02-01,62.1873904084641,2.075499999,43692.9719547232,47.2057651503892,Germany
1978-03-01,66.0024693921514,2.034099999,44068.4652539943,47.3456366961484,Germany
1978-04-01,64.3754504138142,2.040399999,43042.9922619095,47.5554440147873,Germany
1978-05-01,63.2453534879741,2.105999999,41672.6652901703,47.6253797876669,Germany
1978-06-01,64.303316567484,2.084099999,42359.554634458,47.7652400315882,Germany
1978-07-01,61.1294273289543,2.053899999,42758.0769832473,47.6953042587086,Germany
1978-08-01,59.7829288641235,1.996199999,44864.1208250658,47.6253797876669,Germany
1978-09-01,69.0401058098351,1.970799999,46594.8623255243,47.5554440147873,Germany
1978-10-01,71.6529540213519,1.8438,52053.0314050645,47.6253797876669,Germany
1978-11-01,70.0980688893449,1.898,54347.8424501191,47.7652400315882,Germany
1978-12-01,68.7595852963286,1.882299999,57817.5802547578,47.9051115773475,Germany
1979-01-01,64.8002386199809,1.847299999,55912.0261447746,48.394650685667,Germany
1979-02-01,64.5197181064745,1.856199999,53936.2575110519,48.5345222314262,Germany
1979-03-01,70.8113924808326,1.8603,56185.9497411338,48.8142653229447,Germany
1979-04-01,68.2626632438315,1.893799999,55139.1233613987,49.0240613397457,Germany
1979-05-01,68.1905293975013,1.907599999,52425.4480298832,49.1639328855049,Germany
1979-06-01,68.7595852963285,1.882799999,54558.6545660585,49.4436646751855,Germany
1979-07-01,65.8582016994908,1.823899999,56255.5577624907,49.723407766704,Germany
1979-08-01,62.2595242547943,1.8291,54931.7309240977,49.7933435395836,Germany
1979-09-01,70.4587381209959,1.795499999,60209.5355141341,50.0031508582225,Germany
1979-10-01,74.7627242853657,1.788899999,60043.2553374979,50.0730866311021,Germany
1979-11-01,73.7768950521861,1.774999999,57176.6811395999,50.3528184207827,Germany
1979-12-01,71.5167012005059,1.734199999,60455.8595987849,50.4926899665419,Germany
1980-01-01,68.4790647828221,1.723599999,59544.2096185029,50.7724330580604,Germany
1980-02-01,68.6874514499983,1.747199999,56843.9552336608,51.4018324103012,Germany
1980-03-01,73.7047612058559,1.849399999,53350.7757812453,51.6116397289401,Germany
1980-04-01,69.6812955549925,1.872799999,56061.3823250921,51.8913715186207,Germany
1980-05-01,67.9821427303251,1.7917,56035.3806961762,52.1711146101392,Germany
1980-06-01,67.7016222168187,1.767099999,57533.2737316848,52.3109861558984,Germany
1980-07-01,65.3692945188082,1.747099999,58834.2079319201,52.3809219287781,Germany
1980-08-01,61.1294273289542,1.790099999,58822.212654635,52.4508577016577,Germany
1980-09-01,69.1122396561652,1.789499999,57012.7520343475,52.4508577016577,Germany
1980-10-01,73.4242406923495,1.8407,54912.8279380012,52.5207934745373,Germany
1980-11-01,71.1640468406692,1.920099999,55719.787077688,52.8704610370975,Germany
1980-12-01,67.485220677828,1.972699999,55580.193178349,53.2900643725374,Germany
1981-01-01,64.2391975929681,2.007599999,55613.7266666311,53.7796147826947,Germany
1981-02-01,66.3551237519879,2.143599999,53824.8303691128,54.1992181181345,Germany
1981-03-01,71.8693555603425,2.108699999,56614.5177539865,54.6188214535744,Germany
1981-04-01,67.5573545241583,2.160199999,55790.8544811288,54.8985645450929,Germany
1981-05-01,66.2829899056577,2.291499999,56030.6651542216,55.1782963347735,Germany
1981-06-01,65.9303355458211,2.375799999,54373.60885621,55.3881036534123,Germany
1981-07-01,64.1670637466379,2.439899999,52956.2960635344,55.7377712159725,Germany
1981-08-01,59.8550627104537,2.500999999,51573.8523690992,55.8776427617318,Germany
1981-09-01,70.1702027356751,2.357299999,53049.3802070461,56.1573858532503,Germany
1981-10-01,73.9211627448466,2.252199999,50319.0914067378,56.4371176429309,Germany
1981-11-01,71.1640468406692,2.224499999,50850.367026912,56.7168607344494,Germany
1981-12-01,67.3489678569821,2.2577,49790.2983002691,56.8567209783707,Germany
1982-01-01,63.9506622076473,2.292,47535.805500679,57.3462600866902,Germany
1982-02-01,64.7281047736508,2.366499999,46835.9530991027,57.4162071614077,Germany
1982-03-01,72.013623253003,2.379099999,46847.4552467561,57.4162071614077,Germany
1982-04-01,67.6294883704885,2.396599999,47808.288048949,57.6260031782087,Germany
1982-05-01,65.8582016994909,2.307699999,48338.1431848372,58.0456065136485,Germany
1982-06-01,65.2250268261478,2.429799999,47368.40313601,58.6750284695651,Germany
1982-07-01,59.9271965567839,2.463799999,46570.5846140847,58.7449529406068,Germany
1982-08-01,57.5948688587735,2.478099999,46047.6979277583,58.6750284695651,Germany
1982-09-01,66.7799119581548,2.501799999,45931.1528347472,58.8848244863661,Germany
1982-10-01,68.8317191426588,2.529999999,47259.0784506021,59.1645675778845,Germany
1982-11-01,66.6356442654943,2.555199999,48953.3433887362,59.3044278218059,Germany
1982-12-01,63.3896211806345,2.418499999,50522.1450888483,59.4442993675652,Germany
1983-01-01,61.4820816887909,2.388399999,51755.8418742107,59.7240424590836,Germany
1983-02-01,62.0431227158037,2.426699999,53547.5358312059,59.7240424590836,Germany
1983-03-01,69.4648940160019,2.408199999,55499.2525278258,59.7240424590836,Germany
1983-04-01,65.2971606724781,2.438699999,51105.722322742,59.8639140048429,Germany
1983-05-01,64.1670637466379,2.468199999,50374.3172451886,60.0037742487642,Germany
1983-06-01,66.7077781118246,2.5475,49287.5810322741,60.2135815674031,Germany
1983-07-01,60.3519847629507,2.587599999,49466.2439567121,60.423388886042,Germany
1983-08-01,58.3001775784467,2.672999999,47893.3909156853,60.6331849028429,Germany
1983-09-01,68.903852988989,2.668099999,48442.0916384693,60.7730564486022,Germany
1983-10-01,71.5888350468361,2.601699999,49711.9678503135,60.7730564486022,Germany
1983-11-01,71.091912994339,2.683299999,49293.5497535682,60.9129279943614,Germany
1983-12-01,68.406930936492,2.747699999,47700.2872828338,61.0527882382828,Germany
1984-01-01,65.2250268261479,2.806399999,47094.7942725929,61.2625955569216,Germany
1984-02-01,66.9963134971455,2.704999999,50393.5800985069,61.4724028755605,Germany
1984-03-01,71.2361806869995,2.596099999,51636.3779839523,61.5423386484401,Germany
1984-04-01,66.5715252909786,2.641099999,51257.6316347832,61.6122744213198,Germany
1984-05-01,66.7077781118246,2.750399999,49887.8007454188,61.6821988923615,Germany
1984-06-01,59.9271965567839,2.737,49146.1197747432,61.8920062110003,Germany
1984-07-01,64.663985799135,2.847099999,48302.9372036647,61.8220704381207,Germany
1984-08-01,60.7767729691176,2.8871,48419.8615856556,61.6821988923615,Germany
1984-09-01,70.3866042746658,3.0225,45397.0711573159,61.7521346652411,Germany
1984-10-01,75.6123006976996,3.0685,45579.0179954591,62.1018135296392,Germany
1984-11-01,73.4242406923496,2.9886,45074.7766843148,62.1717493025188,Germany
1984-12-01,70.098068889345,3.1015,44489.330749977,62.2416737735606,Germany
1985-01-01,67.4130868314979,3.1677,43515.2317283737,62.5913526379587,Germany
1985-02-01,67.9821427303252,3.2921,42160.4466299749,62.8710957294772,Germany
1985-03-01,74.4822037718595,3.3092,41586.9569752073,63.0808917462781,Germany
1985-04-01,70.0339499148292,3.083,42325.9486531018,63.1508275191578,Germany
1985-05-01,69.3927601696717,3.1139,43260.4679541409,63.1508275191578,Germany
1985-06-01,69.961816068499,3.063099999,43943.8115689382,63.1508275191578,Germany
1985-07-01,68.7595852963287,2.9168,45974.8128985278,63.1508275191578,Germany
1985-08-01,62.7564463072915,2.79,46910.0824935568,62.9410202005189,Germany
1985-09-01,73.1437201788432,2.8401,47908.7720260829,63.0109559733985,Germany
1985-10-01,79.0025914752199,2.6444,46237.8367451867,63.0808917462781,Germany
1985-11-01,77.0309330088606,2.592799999,49819.2319489042,63.1508275191578,Germany
1985-12-01,70.5949909418421,2.5145,49941.9453531708,63.2207632920374,Germany
1986-01-01,69.2565073488258,2.4438,50837.7777201703,63.4305593088383,Germany
1986-02-01,70.3866042746659,2.3314,52879.0091107796,63.3606348377966,Germany
1986-03-01,75.3317801841932,2.2638,51391.9104953207,63.1508275191578,Germany
1986-04-01,74.0574155656927,2.274499999,51890.7257841767,63.1508275191578,Germany
1986-05-01,69.8175483758386,2.228199999,49154.4259258018,63.1508275191578,Germany
1986-06-01,72.0777422275188,2.236499999,50858.589418421,63.1508275191578,Germany
1986-07-01,70.1702027356753,2.1532,51884.5672511209,62.9410202005189,Germany
1986-08-01,63.9506622076474,2.0636,53410.9336224585,62.7312241837179,Germany
1986-09-01,74.4100699255293,2.0401,55748.3076482485,62.8011599565975,Germany
1986-10-01,79.1468591678805,2.0047,59466.1961247481,62.5913526379587,Germany
1986-11-01,76.1092227501967,2.0264,58521.123426202,62.521416865079,Germany
1986-12-01,71.4445673541758,1.9916,58787.8215584113,62.5913526379587,Germany
1987-01-01,67.6294883704886,1.8581,69839.3760994274,62.9410202005189,Germany
1987-02-01,70.3866042746659,1.8265,69917.861123695,63.0109559733985,Germany
1987-03-01,76.1092227501967,1.8339,68020.7723773524,63.0109559733985,Germany
1987-04-01,72.9273186398526,1.811,69668.2479161231,63.1508275191578,Germany
1987-05-01,71.7972217140124,1.7863,70922.0622409134,63.1508275191578,Germany
1987-06-01,71.5888350468363,1.8184,69771.5180304123,63.2207632920374,Germany
1987-07-01,68.4069309364921,1.847,68277.6859335928,63.2207632920374,Germany
1987-08-01,64.9445063126415,1.8581,69364.291309828,63.1508275191578,Germany
1987-09-01,74.9069919780264,1.8129,70996.0980029156,63.0808917462781,Germany
1987-10-01,79.9964355802141,1.8021,74568.1893299747,63.1508275191578,Germany
1987-11-01,77.8083755748641,1.6812,84675.8725163738,63.1508275191578,Germany
1987-12-01,72.9994524861827,1.6332,87412.6509248766,63.2207632920374,Germany
1988-01-01,69.6812955549926,1.6517,84552.2310504158,63.500495081718,Germany
